,Issue No,Issue Date,Gazette Number,Category,Department,URL,Deleted,Archived URL,Archived Date
379,107,2009-04-20,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - RESIGNATION OF THIRU S. HYDER ALI, AS CHAIRMAN OF TAMIL NADU WAKF BOARD.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/107-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213608/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/107-Ex-II-2.pdf,2022-08-11 21:36:08
380,106,2009-04-20,Part V—Section 4,Notifications by the Election Commission of India.,"ORDER OF ELECTION COMMISSION OF INDIA REGARDING USE OF ELECTOR’S PHOTO IDENTITY CARDS DURING GENERAL ELECTIONS TO LOK SABHA, 2009 SCHEDULED TO BE HELD ON 13th MAY 2009.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/106-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213611/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/106-Ex-V-4.pdf,2022-08-11 21:36:11
381,105,2009-04-20,Part V—Section 4,Notifications by the Election Commission of India.,"DIRECTION BY THE ELECTION COMMISSION OF INDIA - ELECTION COMMISSION’S DIRECTION SPECIFYING THAT THE VOTES AT THE CURRENT GENERAL ELECTION TO THE HOUSE OF THE PEOPLE, 2009, SHALL BE GIVEN AND RECORDED BY MEANS OF ELECTRONIC VOTING MACHINES.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/105-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213614/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/105-Ex-V-4.pdf,2022-08-11 21:36:14
382,104,2009-04-18,Part V—Section 4,Notifications by the Election Commission of India.,JUDGEMENT OF THE SUPREME COURT OF INDIA IN CIVIL APPEAL No. 1198 OF 2007.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/104-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213616/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/104-Ex-V-4.pdf,2022-08-11 21:36:16
383,103,2009-04-17,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HOME DEPARTMENT - DECLARATION OF CERTAIN POLICE OFFICERS PERSONNEL AS DESIGNATED OFFICERS UNDER THE CONTROL OF THE ELECTION COMMISSION.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/103-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213619/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/103-Ex-II-2.pdf,2022-08-11 21:36:19
384,102,2009-04-17,Part V—Section 4,Notifications by the Election Commission of India,APPOINTMENT OF DATES FOR VARIOUS STAGES OF ELECTIONS AND FIXATION OF HOURS OF POLL FOR ALL THE PARLIAMENTARY CONSTITUENCIES IN THE STATE OF TAMIL NADU.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/102-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213621/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/102-Ex-V-4.pdf,2022-08-11 21:36:21
385,101,2009-04-17,Part V – Section 1,"NOTIFICATIONS BY GOVERNMENT, PUBLIC (ELECTIONS) DEPARTMENT.",PUBLIC (ELECTIONS) DEPARTMENT - NOTIFICATION CALLING UPON ALL PARLIAMENTARY CONSTITUENCIES IN THE STATE OF TAMIL NADU TO ELECT MEMBERS.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/101-Ex-V-1.pdf,False,https://web.archive.org/web/20220811213624/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/101-Ex-V-1.pdf,2022-08-11 21:36:24
386,100,2009-04-16,Part IV—Section 4,CENTRAL ACTS AND ORDINANCES,"No. 4 of 2009—The Meghalaya Appropriation (Vote on Account) Ordinance, 2009 - No. 5 of 2009—The Meghalaya Appropriation Ordinance, 2009.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/100-Ex-IV-4.pdf,False,https://web.archive.org/web/20220811213627/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/100-Ex-IV-4.pdf,2022-08-11 21:36:27
387,99,2009-04-16,Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,"PUBLIC DEPARTMENT (Elections) DECLARATION OF WEDNESDAY, THE 13TH MAY 2009 AS A PUBLIC HOLIDAY ON ACCOUNT OF POLL FOR GENERAL ELECTIONS TO LOK SABHA, 2009.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/99-Ex-II-1.pdf,False,https://web.archive.org/web/20220811213631/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/99-Ex-II-1.pdf,2022-08-11 21:36:31
388,98,2009-04-13,Part V—Section 4,Notifications by the Election Commission of India,"REMOVAL OF DISQUALIFICATION OF A CANDIDATE CONTESTED FROM 214.VASUDEVANALLUR (SC) ASSEMBLY CONSTITUENCY IN THE GENERAL ELECTIONS TO THE TAMIL NADU LEGISLATIVE ASSEMBLY HELD IN MAY, 2006 UNDER SECTION 10-A OF THE REPRESENTATION OF THE PEOPLE ACT, 1951.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/98-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213633/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/98-Ex-V-4.pdf,2022-08-11 21:36:33
389,97,2009-04-13,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,FINANCE DEPARTMENT (Salaries),http://www.stationeryprinting.tn.gov.in/extraordinary/2009/97-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213635/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/97-Ex-II-2.pdf,2022-08-11 21:36:35
390,96,2009-04-13,Part V—Section 4,Notifications by the Election Commission of India,NOTIFICATION OF ELECTION COMMISSION OF INDIA REGARDING AMENDMENTS TO THE LIST OF RETURNING OFFICERS FOR THE PARLIAMENTARY CONSTITUENCIES IN THE STATE OF TAMIL NADU.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/96-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213638/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/96-Ex-V-4.pdf,2022-08-11 21:36:38
391,95,2009-04-06,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,TRANSPORT DEPARTMENT ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/95-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213641/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/95-Ex-II-2.pdf,2022-08-11 21:36:41
392,94,2009-04-04,Part V—Section 4,Notifications by the Election Commission of India.,JUDGEMENT OF THE HIGH COURT OF JUDICATURE AT MADRAS IN ELECTION PETITION No. 7 OF 2006.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/94-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213643/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/94-Ex-V-4.pdf,2022-08-11 21:36:43
393,93,2009-04-03,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,"HOME, PROHIBITION AND EXCISE DEPARTMENT EXEMPTION FROM PAYMENT OF FEE PAYABLE BY TAMIL NADU STATE MARKETING CORPORATION FOR CERTAIN PERIOD UNDER TAMIL NADU LIQUOR (SUPPLY BY WHOLESALE) RULES, 1983.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/93-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213646/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/93-Ex-II-2.pdf,2022-08-11 21:36:46
394,92,2009-04-03,Part V—Section 4,Notifications by the Election Commission of India.,JUDGEMENT OF THE HIGH COURT OF JUDICATURE AT MADRAS IN ELECTION PETITION No. 6 OF 2006.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/92-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213649/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/92-Ex-V-4.pdf,2022-08-11 21:36:49
395,91,2009-04-02,Part V—Section 4,Notifications by the Election Commission of India,JUDGEMENT OF THE HIGH COURT OF JUDICATURE AT MADRAS IN ELECTION PETITION No. 5 OF 2006,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/91-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213652/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/91-Ex-V-4.pdf,2022-08-11 21:36:52
396,90,2009-04-02,Part V—Section 4,Notifications by the Election Commission of India.,JUDGEMENT OF THE HIGH COURT OF JUDICATURE AT MADRAS IN ELECTION PETITION No. 3 OF 2006.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/90-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213655/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/90-Ex-V-4.pdf,2022-08-11 21:36:55
397,89,2009-04-01,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/89-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213658/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/89-Ex-II-2.pdf,2022-08-11 21:36:58
398,88,2009-04-01,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,REVENUE DEPARTMENT - AMENDMENT TO NOTIFICATION,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/88-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213700/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/88-Ex-II-2.pdf,2022-08-11 21:37:00
399,87,2009-03-31,Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","HOME, PROHIBITION AND EXCISE DEPARTMENT - AMENDMENT TO THE TAMIL NADU LIQUOR RETAIL VENDING (IN SHOPS AND BARS) RULES, 2003.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/87-Ex-iii-1a.pdf,False,https://web.archive.org/web/20220811213703/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/87-Ex-iii-1a.pdf,2022-08-11 21:37:03
400,86,2009-03-30,Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - AMENDMENTS TO TAMIL NADU VALUE ADDED TAX RULES, 2007.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/86-Ex-iii-1a.pdf,False,https://web.archive.org/web/20220811213705/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/86-Ex-iii-1a.pdf,2022-08-11 21:37:05
401,85,2009-03-28,Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,"LEGISLATIVE ASSEMBLY SECRETARIAT - VACATION OF SEAT IN TAMIL NADU LEGISLATIVE ASSEMBLY DUE TO RESIGNATION OF THIRU N. RAMAKRISHNAN, MEMBER OF THE TAMIL NADU LEGISLATIVE ASSEMBLY.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/85-Ex-II-1.pdf,False,https://web.archive.org/web/20220811213708/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/85-Ex-II-1.pdf,2022-08-11 21:37:08
402,84,2009-03-25,Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,"LEGISLATIVE ASSEMBLY SECRETARIAT - VACATION OF SEAT IN TAMIL NADU LEGISLATIVE ASSEMBLY DUE TO RESIGNATION OF THIRU M. KANNAPPAN, MEMBER OF THE TAMIL NADU LEGISLATIVE ASSEMBLY.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/84-Ex-II-1.pdf,False,https://web.archive.org/web/20220811213710/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/84-Ex-II-1.pdf,2022-08-11 21:37:10
403,83,2009-03-25,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,PUBLIC WORKS DEPARTMENT (Irrigation) - WITHDRAWAL FROM ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/83-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213712/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/83-Ex-II-2.pdf,2022-08-11 21:37:12
404,82,2009-03-24,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,FINANCE DEPARTMENT (Salaries) - NOTIFICATION REGARDING THE PROCUREMENT OF GROCERIES (OTHER THAN THE CONTROLLED COMMODITIES) AND VEGETABLES FROM THE CO-OPERATIVE SOCIETIES BY THE PRISON DEPARTMENT UNDER TAMIL NADU TRANSPARENCY IN TENDERS ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/82-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213715/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/82-Ex-II-2.pdf,2022-08-11 21:37:15
405,81,2009-03-23,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HIGHWAYS DEPARTMENT - LEVY OF TOLLS ON VEHICLES ENTERING THE ROADS IN YERCAUD PANCHAYAT UNION AREA IN SALEM DISTRICT FOR CERTAIN PERIOD UNDER THE INDIAN TOLLS ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/81-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213717/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/81-Ex-II-2.pdf,2022-08-11 21:37:17
406,80,2009-03-23,Part V—Section 4,Notifications by the Election Commission of India.,"NOTIFICATIONS BY THE ELECTION COMMISSION OF INDIA. - ELECTION SYMBOLS (RESERVATION AND ALLOTMENT) ORDER, 1968",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/80-Ex.V-4.pdf,False,https://web.archive.org/web/20220811213719/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/80-Ex.V-4.pdf,2022-08-11 21:37:19
407,79,2009-03-20,Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/79-Ex-II-1.pdf,False,https://web.archive.org/web/20220811213730/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/79-Ex-II-1.pdf,2022-08-11 21:37:30
408,78,2009-03-18,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HOME DEPARTMENT (Courts-II) - ESTABLISHMENT A COURT OF JUDICIAL MAGISTRATE AT KATPADI IN VELLORE DISTRICT UNDER CODE OF CRIMINAL PROCEDURE.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/78-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213732/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/78-Ex-II-2.pdf,2022-08-11 21:37:32
409,77,2009-03-18,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HOME DEPARTMENT (Courts-III) - CONSTITUTION OF DISTRICT MUNSIF'S COURT AT KATPADI IN VELLORE DISTRICT UNDER THE TAMIL NADU CIVIL COURTS ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/77-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213735/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/77-Ex-II-2.pdf,2022-08-11 21:37:35
410,76,2009-03-17,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,HIGHWAYS AND MINOR PORTS DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/76-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213737/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/76-Ex-II-2.pdf,2022-08-11 21:37:37
411,75,2009-03-16,Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments.,MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/75-Ex-II-2.pdf,False,https://web.archive.org/web/20220811213739/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/75-Ex-II-2.pdf,2022-08-11 21:37:39
412,74,2009-03-14,Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,LEGISLATIVE ASSEMBLY SECRETARIAT - PROROGATION OF TAMIL NADU LEGISLATIVE ASSEMBLY,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/74-Ex-II-1.pdf,False,https://web.archive.org/web/20220811213741/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/74-Ex-II-1.pdf,2022-08-11 21:37:41
413,73,2009-03-12,Part II—Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,LEGISLATIVE ASSEMBLY SECRETARIAT - AMENDMENT TO DELETION OF THE TAMIL NADU SUGARCANE FARM CORPORATION LIMITED FROM THE LIST OF PUBLIC UNDERTAKINGS.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/73-Ex-II-1.pdf,False,https://web.archive.org/web/20220811213743/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/73-Ex-II-1.pdf,2022-08-11 21:37:43
414,72,2009-03-12,Part III—Section 1(a),"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","RURAL DEVELOPMENT AND PANCHAYAT RAJ DEPARTMENT - AMENDMENTS TO THE TAMIL NADU STATE FINANCE COMMISSION, CHAIRMAN AND OTHER MEMBERS (CONDITIONS OF SERVICE) RULES, 1994.",http://www.stationeryprinting.tn.gov.in/extraordinary/2009/72-Ex-iii-1a.pdf,False,https://web.archive.org/web/20220811213746/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/72-Ex-iii-1a.pdf,2022-08-11 21:37:46
415,71,2009-03-12,Part IV—Section 2,Tamil Nadu Acts and Ordinances,Acts : No. 5 of 2009— Tamil Nadu Appropriation Act - No. of 6 2009—Tamil Nadu Appropriation (Vote of Account) Act,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/71-Ex-IV-2.pdf,False,https://web.archive.org/web/20220811213748/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/71-Ex-IV-2.pdf,2022-08-11 21:37:48
416,70,2009-03-12,Part IV—Section 2,Tamil Nadu Acts and Ordinances,Tamil Nadu Legislative Assembly - ACT No. 4 OF 2009.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/70-Ex-IV-2.pdf,False,https://web.archive.org/web/20220811213752/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/70-Ex-IV-2.pdf,2022-08-11 21:37:52
417,69,2009-03-06,Part V—Section 4,Notifications by the Election Commission of India,NOTIFICATION OF ELECTION COMMISSION OF INDIA REGARDING AMENDMENT TO THE LIST OF RETURNING OFFICERS FOR THE PARLIAMENTARY CONSTITUENCIES IN THE STATE OF TAMIL NADU.,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/69-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213754/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/69-Ex-V-4.pdf,2022-08-11 21:37:54
418,68,2009-03-06,Part V—Section 4,Notifications by the Election Commission of India,DISQUALIFICATION OF A CANDIDATE CONTESTED,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/68-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213757/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/68-Ex-V-4.pdf,2022-08-11 21:37:57
419,67,2009-03-06,Part V—Section 4,Notifications by the Election Commission of India,DISQUALIFICATION OF CERTAIN CANDIDATES,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/67-Ex-V-4.pdf,False,https://web.archive.org/web/20220811213759/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/67-Ex-V-4.pdf,2022-08-11 21:37:59
420,66,2009-03-05,Part—1,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments.",PUBLIC DEPARTMENT - (Special-B) - INTER-SE-SENIORITY AND ALLOCATION OF SUBJECTS AMONG MINISTERS OF TAMIL NADU,http://www.stationeryprinting.tn.gov.in/extraordinary/2009/66-Ex-P-I.pdf,False,https://web.archive.org/web/20220811213802/http://www.stationeryprinting.tn.gov.in/extraordinary/2009/66-Ex-P-I.pdf,2022-08-11 21:38:02
