,Part,Content,URL,Date,Issue,Deleted,Archived URL,Archived Date
5358,5. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Confi rmation of Variation to the Approved Cumbum Detailed Development Plan No. 5 of Cumbum Local Planning Authority JUDICIAL NOTIFICATIONS - Conferment of Power",http://www.stationeryprinting.tn.gov.in/gazette/2020/46_VI_1.pdf,2020-11-11,46,False,https://web.archive.org/web/20220813224541/http://www.stationeryprinting.tn.gov.in/gazette/2020/46_VI_1.pdf,2022-08-13 22:45:41
5359,6. Part VI-Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certifificates",http://www.stationeryprinting.tn.gov.in/gazette/2020/46_VI_2.pdf,2020-11-11,46,False,https://web.archive.org/web/20220813224544/http://www.stationeryprinting.tn.gov.in/gazette/2020/46_VI_2.pdf,2022-08-13 22:45:44
5360,7. Part VI-Section 3a,"Notifications issued by cost recoverable institutions of State and Central Governments. GENERAL NOTIFICATIONS - TAMIL NADU WAQF BOARD, CHENNAI - Taking over of the Direct Management of Trust Estate of M.K.P. Marcayar and Maqdoomi Masjid, George Town, Chennai District",http://www.stationeryprinting.tn.gov.in/gazette/2020/46_VI_3a.pdf,2020-11-11,46,False,https://web.archive.org/web/20220813224548/http://www.stationeryprinting.tn.gov.in/gazette/2020/46_VI_3a.pdf,2022-08-13 22:45:48
5361,8. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2020/46_VI_4.pdf,2020-11-11,46,False,https://web.archive.org/web/20220813224551/http://www.stationeryprinting.tn.gov.in/gazette/2020/46_VI_4.pdf,2022-08-13 22:45:51
5354,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK",http://www.stationeryprinting.tn.gov.in/gazette/2020/46_I.pdf,2020-11-11,46,False,https://web.archive.org/web/20220813224528/http://www.stationeryprinting.tn.gov.in/gazette/2020/46_I.pdf,2022-08-13 22:45:28
5365,4. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc GENERAL NOTIFICATIONS - Appointment of Liquidator for liquidated Weavers Cooperative Societies In Thiruvallur District JUDICIAL NOTIFICATIONS - Sitting Arrangements For Dussehra Holidays 2020 for the Prlncipal Seat at Madras and Madurai Bench of Madras High Court, Madurai",http://www.stationeryprinting.tn.gov.in/gazette/2020/45_VI_1.pdf,2020-11-04,45,False,https://web.archive.org/web/20220813224604/http://www.stationeryprinting.tn.gov.in/gazette/2020/45_VI_1.pdf,2022-08-13 22:46:04
5366,5. Part VI-Section 3b,"Notifications issued by Quasi - Government bodies and Public Sector undertakings TAMIL NADU TRANSMISSION CORPORATION LIMITED - General Construction Circle, Coimbatore - Erection of Transmission Lines",http://www.stationeryprinting.tn.gov.in/gazette/2020/45_VI_3b.pdf,2020-11-04,45,False,https://web.archive.org/web/20220813224608/http://www.stationeryprinting.tn.gov.in/gazette/2020/45_VI_3b.pdf,2022-08-13 22:46:08
5367,6. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2020/45_VI_4.pdf,2020-11-04,45,False,https://web.archive.org/web/20220813224611/http://www.stationeryprinting.tn.gov.in/gazette/2020/45_VI_4.pdf,2022-08-13 22:46:11
5364,3. Part II-Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Indian Stamp Act - Amendment to Notifi cation HOME DEPARTMENT - (SC) - Award of the Tamil Nadu Chief Minister's Constabulary Medal on the Occasion of Pongal day, 2020 HOME DEPARTMENT - Code of Criminal Procedure - Tamil Nadu Civil Courts Act - Tamil Nadu Motor Vehicles Taxation Act HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act - Amendment to Notification LABOUR AND EMPLOYMENT DEPARTMENT - Industrial Disputes Act",http://www.stationeryprinting.tn.gov.in/gazette/2020/45_II_2.pdf,2020-11-04,45,False,https://web.archive.org/web/20220813224601/http://www.stationeryprinting.tn.gov.in/gazette/2020/45_II_2.pdf,2022-08-13 22:46:01
5363,2. Part II-Section 1,"Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments HOME, PROHIBITION AND EXCISE DEPARTMENT - Amendment to Notifi cation under the Tamil Nadu Prohibition Act",http://www.stationeryprinting.tn.gov.in/gazette/2020/45_II_1.pdf,2020-11-04,45,False,https://web.archive.org/web/20220813224558/http://www.stationeryprinting.tn.gov.in/gazette/2020/45_II_1.pdf,2022-08-13 22:45:58
5362,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK PUBLIC DEPARTMENT - Protocol-II - Deputation",http://www.stationeryprinting.tn.gov.in/gazette/2020/45_I.pdf,2020-11-04,45,False,https://web.archive.org/web/20220813224555/http://www.stationeryprinting.tn.gov.in/gazette/2020/45_I.pdf,2022-08-13 22:45:55
5368,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. ENVIRONMENT AND FORESTS DEPARTMENT - Appointment I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2020/44_I.pdf,2020-10-28,44,False,https://web.archive.org/web/20220813224614/http://www.stationeryprinting.tn.gov.in/gazette/2020/44_I.pdf,2022-08-13 22:46:14
5369,2. Part II-Section 1,"Notifications or Orders of specifi c character or of particular interest to the public issued by Secretariat Departments HOME, PROHIBITION AND EXCISE DEPARTMENT - Notifi cations under the Tamil Nadu Prohibition Act - Amendments to Notifi cation",http://www.stationeryprinting.tn.gov.in/gazette/2020/44_II_1.pdf,2020-10-28,44,False,https://web.archive.org/web/20220813224616/http://www.stationeryprinting.tn.gov.in/gazette/2020/44_II_1.pdf,2022-08-13 22:46:16
5370,3. Part II-Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HOME DEPARTMENT - Code of Criminal Procedure LABOUR AND EMPLOYMENT DEPARTMENT - Employees State Insurance Act - Labour Courts for Adjudication - Erratta Notification,http://www.stationeryprinting.tn.gov.in/gazette/2020/44_II_2.pdf,2020-10-28,44,False,https://web.archive.org/web/20220813224618/http://www.stationeryprinting.tn.gov.in/gazette/2020/44_II_2.pdf,2022-08-13 22:46:18
5371,4. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS -THE COMMISSIONER OF LAND ADMINISTRATION, CHEPAUK, CHENNAI-600 005 - Acquisition of Lands THE COMMISSIONER OF SUGAR / CANE COMMISSIONER, CHENNAI - Diversion of Registered and Unregistered Cane from Co-operative, Public and Private Sector Sugar Mills Area by other Mills during 2020-2021 season under Sugar Cane Control Order",http://www.stationeryprinting.tn.gov.in/gazette/2020/44_VI_1.pdf,2020-10-28,44,False,https://web.archive.org/web/20220813224619/http://www.stationeryprinting.tn.gov.in/gazette/2020/44_VI_1.pdf,2022-08-13 22:46:19
5372,5. Part VI-Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, et GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certififi cates",http://www.stationeryprinting.tn.gov.in/gazette/2020/44_VI_2.pdf,2020-10-28,44,False,https://web.archive.org/web/20230404093013/http://www.stationeryprinting.tn.gov.in/gazette/2020/44_VI_2.pdf,2023-04-04 09:30:13
5373,6. Part VI-Section 3a,Notifications issued by cost recoverable institutions of State and Central Governments. JUDICIAL NOTIFICATIONS - Insolvency petitions,http://www.stationeryprinting.tn.gov.in/gazette/2020/44_VI_3a.pdf,2020-10-28,44,False,https://web.archive.org/web/20230404093013/http://www.stationeryprinting.tn.gov.in/gazette/2020/44_VI_3a.pdf,2023-04-04 09:30:13
5374,7. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2020/44_VI_4.pdf,2020-10-28,44,False,https://web.archive.org/web/20220813224623/http://www.stationeryprinting.tn.gov.in/gazette/2020/44_VI_4.pdf,2022-08-13 22:46:23
5381,7. Part III-Section 2,Statutory Notifi cations and Orders issued by Heads of Departments. CHENNAI METRO RAIL LIMITED - Public Notifi cation for OHE Energization of Chennai Metro Rail Lines,http://www.stationeryprinting.tn.gov.in/gazette/2020/43_III_2.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224645/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_III_2.pdf,2022-08-13 22:46:45
5386,12. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2020/43_VI_4.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224701/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_VI_4.pdf,2022-08-13 22:47:01
5385,11. Part VI-Section 3b,"Notifications issued by Quasi - Government bodies and Public Sector undertakings. UNIVERSITY AUTHORITIES - PERIYAR UNIVERSITY, SALEM - Notification for the Constitution of Selection Committee for suggesting the names to the panel of the Vice-Chancellor, Periyar University",http://www.stationeryprinting.tn.gov.in/gazette/2020/43_VI_3b.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224659/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_VI_3b.pdf,2022-08-13 22:46:59
5384,10. Part VI-Section 3a,Notifications issued by cost recoverable institutions of State and Central Governments. JUDICIAL NOTIFICATIONS - Insolvency petitions,http://www.stationeryprinting.tn.gov.in/gazette/2020/43_VI_3a.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224656/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_VI_3a.pdf,2022-08-13 22:46:56
5383,9. Part VI-Section 1-T-Sup,"Notifications of interest to the General Public issued by Heads of Departments, Etc. Tamil Nadu Co-operative Societies Act, 1983",http://www.stationeryprinting.tn.gov.in/gazette/2020/43_VI_1_T_Sup.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224653/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_VI_1_T_Sup.pdf,2022-08-13 22:46:53
5382,8. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - “Winding up the aff airs of IND No.1886, Thanthai Periyar Auto Industrial Co-operative Society Ltd., Erode, and Appointment of Offi cial Liquidator” - Acquisition of Lands JUDICIAL NOTIFICATIONS - Constitution of a sub Court at Katpadi in Vellore District - Declaration Of Dividend.",http://www.stationeryprinting.tn.gov.in/gazette/2020/43_VI_1.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224648/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_VI_1.pdf,2022-08-13 22:46:48
5375,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2020/43_I.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224626/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_I.pdf,2022-08-13 22:46:26
5380,6. Part III-Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. HIGHWAYS AND MINOR PORTS DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Highways Engineering Subordinate Service PERSONNEL AND ADMINISTRATIVE REFORMS DEPARTMENT - Amendment to the Fundamental Rules - Amendments to the Special Rules for Tamil Nadu Basic Service",http://www.stationeryprinting.tn.gov.in/gazette/2020/43_III_1b.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224642/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_III_1b.pdf,2022-08-13 22:46:42
5379,5. Part III-Section 1a-T-Sup,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments",http://www.stationeryprinting.tn.gov.in/gazette/2020/43_III_1a_T_Sup.pdf,2020-10-21,43,False,https://web.archive.org/web/20230404093120/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_III_1a_T_Sup.pdf,2023-04-04 09:31:20
5378,4. Part III-Section 1a,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments PUBLIC DEPARTMENT - Amendments to the Tamil Nadu State Human Rights Commission Service Rules, 2005",http://www.stationeryprinting.tn.gov.in/gazette/2020/43_III_1a.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224638/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_III_1a.pdf,2022-08-13 22:46:38
5377,3. Part II-Section 2-T-Sup,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Notification,http://www.stationeryprinting.tn.gov.in/gazette/2020/43_II_2_T_Sup.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224633/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_II_2_T_Sup.pdf,2022-08-13 22:46:33
5376,2. Part II-Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HEALTH AND FAMILY WELFARE DEPARTMENT - Tamil Nadu Nurses and Midwives Act - Amendment to Notification HOME DEPARTMENT - Family Courts Act LABOUR AND EMPLOYMENT DEPARTMENT - Industrial Tribunal for Adjudication - Labour Courts for Adjudication,http://www.stationeryprinting.tn.gov.in/gazette/2020/43_II_2.pdf,2020-10-21,43,False,https://web.archive.org/web/20220813224630/http://www.stationeryprinting.tn.gov.in/gazette/2020/43_II_2.pdf,2022-08-13 22:46:30
5387,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. ENVIRONMENT AND FORESTS DEPARTMENT - Appointment I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2020/42_I.pdf,2020-10-14,42,False,https://web.archive.org/web/20220813224707/http://www.stationeryprinting.tn.gov.in/gazette/2020/42_I.pdf,2022-08-13 22:47:07
5388,2. Part II-Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Indian Stamp Act - Amendment to Notification HOME DEPARTMENT - (SC) - Award of Tamil Nadu Chief Minister's Constabulary Medals for Good Service on the Occasion of Pongal Day, 2002 - Errata to Notification HOME DEPARTMENT - Constitution of a Sub Court at Katpadi in Vellore District. LABOUR AND EMPLOYMENT DEPARTMENT - Payment of Bonus Act -Industrial Tribunal for Adjudication - Labour Courts for Adjudication",http://www.stationeryprinting.tn.gov.in/gazette/2020/42_II_2.pdf,2020-10-14,42,False,https://web.archive.org/web/20220813224711/http://www.stationeryprinting.tn.gov.in/gazette/2020/42_II_2.pdf,2022-08-13 22:47:11
5389,3. Part III-Section 1a,"General Statutory Rules, Notifi cations, Orders, Regulations, etc., issued by Secretariat Departments HOME DEPARTMENT - Draft Amendment to the Tamil Nadu Motor Vehicles (Regulation and Control of School Buses) Special Rules, 2012.",http://www.stationeryprinting.tn.gov.in/gazette/2020/42_III_1a.pdf,2020-10-14,42,False,https://web.archive.org/web/20220813224715/http://www.stationeryprinting.tn.gov.in/gazette/2020/42_III_1a.pdf,2022-08-13 22:47:15
5390,4. Part VI-Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Final Closing and Cancellation of Registration for certain Co-operative Societies in Certain Districts. IND No.6/CBE/2002 (U/L) The Tamil Siddhargal Herbal Growers Industrial Co-operative Society Ltd. JUDICIAL NOTIFICATIONS - Constitution of Two District Munsif-cum-Judicial Magistrate Courts One each at Annur and Perur Taluk in Coimbatore District.",http://www.stationeryprinting.tn.gov.in/gazette/2020/42_VI_1.pdf,2020-10-14,42,False,https://web.archive.org/web/20220813224718/http://www.stationeryprinting.tn.gov.in/gazette/2020/42_VI_1.pdf,2022-08-13 22:47:18
5391,5. Part VI-Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2020/42_VI_4.pdf,2020-10-14,42,False,https://web.archive.org/web/20220813224722/http://www.stationeryprinting.tn.gov.in/gazette/2020/42_VI_4.pdf,2022-08-13 22:47:22
